,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE,START_DATE,END_DATE,FIPS,DATE,tmax,tmin,tavg,prcp,aws,fmc
154,154,154,154,0.1,A,33.495531,-115.029619,6,20031103,20031103,6065.0,20031103,222.0,67.0,144.0,0.0,4.1270556,59.0
155,155,155,155,0.1,A,33.808219,-117.269819,6,20010808,20010808,6065.0,20010808,428.0,283.0,356.0,0.0,2.6753013,60.5
156,156,156,156,0.1,A,33.61955,-117.28345,6,19981217,19981217,6065.0,19981217,294.0,72.0,183.0,0.0,5.7966957,66.0
157,157,157,157,0.5,B,33.70675,-117.2494,6,20031205,20031205,6065.0,20031205,250.0,39.0,144.0,0.0,2.2806401000000003,71.0
158,158,158,158,0.1,A,33.722211,-116.155419,6,20040306,20040306,6065.0,20040306,250.0,100.0,178.0,0.0,0.73823863,77.0
159,159,159,159,0.1,A,33.74985,-117.28405,6,20061027,20061027,6065.0,20061027,406.0,294.0,350.0,0.0,5.2756300000000005,69.0
160,160,160,160,0.6,A,33.7786,-117.423181,6,19981008,19981008,6065.0,19981008,356.0,172.0,267.0,0.0,1.806762,65.667
161,161,161,161,0.1,A,33.793589,-117.28705,6,20040307,20040307,6065.0,20040307,306.0,111.0,211.0,0.0,5.91251,77.0
162,162,162,162,1.0,B,33.86083333,-116.5675,6,20071120,20071120,6065.0,20071120,406.0,294.0,350.0,0.0,1.0655136,51.0
163,163,163,163,0.1,A,33.664111,-116.1032,6,20040310,20040310,6065.0,20040310,328.0,183.0,256.0,0.0,5.262583,100.5
164,164,164,164,0.1,A,33.808281,-117.252461,6,19981006,19981006,6065.0,19981006,328.0,161.0,244.0,0.0,3.9689088,65.667
165,165,165,165,0.1,A,33.881769,-116.990689,6,20040311,20040311,6065.0,20040311,339.0,150.0,244.0,0.0,4.9427633,100.5
166,166,166,166,0.2,A,33.968281,-116.449,6,19981005,19981005,6065.0,19981005,322.0,133.0,228.0,0.0,5.679057,65.667
167,167,167,167,0.1,A,34.011789,-117.4826,6,20070609,20070609,6065.0,20070609,406.0,294.0,350.0,0.0,1.0480429,76.0
168,168,168,168,0.1,A,33.678919,-115.932589,6,20061029,20061029,6065.0,20061029,406.0,294.0,350.0,0.0,0.8015642,69.0
169,169,169,169,0.2,A,33.725869,-116.394547,6,20071120,20071120,6065.0,20071120,406.0,294.0,350.0,0.0,1.0655136,51.0
170,170,170,170,0.1,A,33.698186,-117.258514,6,20071005,20071005,6065.0,20071005,406.0,294.0,350.0,0.0,4.9720554,49.0
171,171,171,171,0.1,A,33.925489,-116.65855,6,19981003,19981003,6065.0,19981003,344.0,194.0,272.0,0.0,4.114473,65.667
172,172,172,172,0.1,A,33.881769,-116.990689,6,20061029,20061029,6065.0,20061029,406.0,294.0,350.0,0.0,0.8015642,69.0
173,173,173,173,0.5,B,33.677539,-115.562561,6,19981003,19981003,6065.0,19981003,344.0,194.0,272.0,0.0,4.114473,65.667
174,174,174,174,0.1,A,33.70695,-116.294961,6,20061030,20061030,6065.0,20061030,406.0,294.0,350.0,0.0,1.5321312,69.0
175,175,175,175,0.1,A,33.794819,-116.937289,6,20040315,20040315,6065.0,20040315,344.0,161.0,256.0,0.0,2.4550452000000003,100.5
176,176,176,176,0.1,A,33.73475,-117.39005,6,20040218,20040218,6065.0,20040218,261.0,78.0,172.0,3.0,3.4165635,77.0
177,177,177,177,0.1,A,33.72527778,-116.71833333,6,20071121,20071121,6065.0,20071121,406.0,294.0,350.0,0.0,6.2034616,51.0
178,178,178,178,76.0,B,34.011569,-117.48,6,20061026,20061026,6065.0,20061026,406.0,294.0,350.0,0.0,6.0108237,69.0
179,179,179,179,0.2,A,33.721019,-117.266589,6,20061022,20061022,6065.0,20061022,406.0,294.0,350.0,0.0,4.760855,76.0
180,180,180,180,2.0,B,33.547561,-116.000319,6,20040927,20040927,6065.0,20040927,344.0,133.0,239.0,0.0,2.3853737999999995,57.5
181,181,181,181,0.1,A,33.711247,-117.246997,6,20071003,20071003,6065.0,20071003,406.0,294.0,350.0,0.0,2.8482347000000003,49.0
182,182,182,182,0.1,A,33.714564,-116.286203,6,20070610,20070610,6065.0,20070610,406.0,294.0,350.0,0.0,2.6120515,76.0
183,183,183,183,2.0,B,33.91055556,-116.86694444,6,20061022,20061022,6065.0,20061022,406.0,294.0,350.0,0.0,4.760855,76.0
184,184,184,184,0.2,A,33.57444444,-116.65305556,6,20090819,20090819,6065.0,20090819,406.0,294.0,350.0,0.0,1.9948167,91.0
185,185,185,185,0.1,A,33.561839,-116.190089,6,20040203,20040203,6065.0,20040203,183.0,89.0,139.0,0.0,3.5803510000000003,77.0
186,186,186,186,0.1,A,33.875597,-116.301781,6,20071004,20071004,6065.0,20071004,406.0,294.0,350.0,0.0,4.1803493,49.0
187,187,187,187,1.0,B,33.506161,-116.867161,6,19981012,19981012,6065.0,19981012,372.0,100.0,239.0,0.0,1.6064922,65.667
188,188,188,188,0.1,A,33.764581,-117.284119,6,19981002,19981002,6065.0,19981002,211.0,139.0,178.0,0.0,2.6185899,65.667
