,Unnamed: 0,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE,START_DATE,END_DATE,FIPS,DATE,tmax,tmin,tavg,prcp,aws,fmc
232,696,0.1,A,39.814661,-121.603,6,20050501,20050501,6007.0,20050501,256,111,183,0,0.65070105,0
233,697,0.1,A,39.534319,-121.32345,6,20020517,20020517,6007.0,20020517,311,139,228,0,3.7760642,0
234,698,0.5,B,39.821569,-121.685481,6,20020612,20020612,6007.0,20020612,344,167,256,0,2.0006251,0
235,699,2.0,B,39.4905,-121.323969,6,20040329,20040329,6007.0,20040329,261,89,178,0,1.8961524,0
236,700,1.0,B,39.504689,-121.380631,6,20020611,20020611,6007.0,20020611,333,222,278,0,1.4221421,0
237,701,2.0,B,39.619119,-121.5495,6,20020616,20020616,6007.0,20020616,322,144,233,0,3.5197833,0
238,702,2.0,B,39.647111,-121.552469,6,20020611,20020611,6007.0,20020611,333,222,278,0,1.4221421,0
239,703,5.0,B,39.56235,-121.43665,6,20020622,20020622,6007.0,20020622,300,133,217,0,3.4761274,0
240,704,0.1,A,39.927828,-121.73425,6,20051001,20051001,6007.0,20051001,389,222,306,0,2.036527,0
241,705,0.1,A,39.849939,-121.588689,6,19990711,19990711,6007.0,19990711,400,206,306,0,3.3144155,0
242,706,2.0,B,39.8792,-121.6069,6,19990919,19990919,6007.0,19990919,300,150,228,0,2.070104,0
243,707,0.1,A,39.849939,-121.588689,6,20040916,20040916,6007.0,20040916,328,150,239,0,3.0153778,0
244,708,0.1,A,39.894789,-121.645189,6,20030915,20030915,6007.0,20030915,317,167,244,0,2.5956302000000004,0
245,709,3.0,B,39.4987,-121.392044,6,20070816,20070816,6007.0,20070816,389,222,306,0,3.2003949,0
246,710,1.0,B,39.632989,-121.5336,6,20020626,20020626,6007.0,20020626,356,189,272,0,4.2221470000000005,0
247,711,340.0,E,39.76388889,-121.43666667,6,20080622,20080831,6007.0,20080622,389,222,306,0,2.5675697,0
248,712,4.0,B,39.661939,-121.4768,6,20040504,20040504,6007.0,20040504,328,161,244,0,2.6098478,0
249,713,0.1,A,39.80665,-121.589289,6,20000804,20000804,6007.0,20000804,350,206,278,0,1.9612242,0
250,714,3.0,B,39.547611,-121.53075,6,19990916,19990916,6007.0,19990916,317,161,239,0,1.2720076,0
251,715,0.1,A,39.814281,-121.5999,6,20050929,20050929,6007.0,20050929,389,222,306,0,1.9580017,0
252,716,0.1,A,39.547611,-121.53075,6,19990916,19990916,6007.0,19990916,317,161,239,0,1.2720076,0
253,717,0.1,A,39.894789,-121.645189,6,20030915,20030915,6007.0,20030915,317,167,244,0,2.5956302000000004,0
254,718,6.0,B,39.576231,-121.549289,6,20000828,20000828,6007.0,20000828,339,167,256,0,1.5701346,0
