,fips,county_name,state,to_generate,status,generated_row_count,file_name
1037,53071,Walla Walla County,WA,0,1.0,0.0,
1038,53073,Whatcom County,WA,0,1.0,1377.0,Datasets/merged_tp_precip_wind_fmc_53073_Whatcom County.csv
1039,53075,Whitman County,WA,0,1.0,0.0,
1040,53077,Yakima County,WA,0,1.0,0.0,
1041,54000,WEST VIRGINIA,,0,1.0,0.0,
1042,54001,Barbour County,WV,0,1.0,0.0,
1043,54003,Berkeley County,WV,0,1.0,0.0,
1044,54005,Boone County,WV,0,1.0,0.0,
1045,54007,Braxton County,WV,0,1.0,0.0,
1046,54009,Brooke County,WV,0,1.0,0.0,
1047,54011,Cabell County,WV,0,1.0,0.0,
1048,54013,Calhoun County,WV,0,1.0,0.0,
1049,54015,Clay County,WV,0,1.0,0.0,
1050,54017,Doddridge County,WV,0,1.0,0.0,
1051,54019,Fayette County,WV,0,1.0,0.0,
1052,54021,Gilmer County,WV,0,1.0,0.0,
1053,54023,Grant County,WV,0,1.0,0.0,
1054,54025,Greenbrier County,WV,0,1.0,0.0,
1055,54027,Hampshire County,WV,0,1.0,0.0,
1056,54029,Hancock County,WV,0,1.0,0.0,
1057,54031,Hardy County,WV,0,1.0,0.0,
1058,54033,Harrison County,WV,0,1.0,0.0,
1059,54035,Jackson County,WV,0,1.0,0.0,
1060,54037,Jefferson County,WV,0,1.0,0.0,
1061,54039,Kanawha County,WV,0,1.0,0.0,
1062,54041,Lewis County,WV,0,1.0,0.0,
1063,54043,Lincoln County,WV,0,1.0,0.0,
1064,54045,Logan County,WV,0,1.0,0.0,
1065,54047,McDowell County,WV,0,1.0,0.0,
1066,54049,Marion County,WV,0,1.0,0.0,
1067,54051,Marshall County,WV,0,1.0,0.0,
1068,54053,Mason County,WV,0,1.0,0.0,
1069,54055,Mercer County,WV,0,1.0,0.0,
1070,54057,Mineral County,WV,0,1.0,0.0,
1071,54059,Mingo County,WV,0,1.0,0.0,
1072,54061,Monongalia County,WV,0,1.0,0.0,
1073,54063,Monroe County,WV,0,1.0,0.0,
1074,54065,Morgan County,WV,0,1.0,0.0,
1075,54067,Nicholas County,WV,0,1.0,0.0,
1076,54069,Ohio County,WV,0,1.0,0.0,
1077,54071,Pendleton County,WV,0,1.0,0.0,
1078,54073,Pleasants County,WV,0,1.0,0.0,
1079,54075,Pocahontas County,WV,0,1.0,0.0,
1080,54077,Preston County,WV,0,1.0,0.0,
1081,54079,Putnam County,WV,0,1.0,0.0,
1082,54081,Raleigh County,WV,0,1.0,0.0,
1083,54083,Randolph County,WV,0,1.0,0.0,
1084,54085,Ritchie County,WV,0,1.0,0.0,
1085,54087,Roane County,WV,0,1.0,0.0,
1086,54089,Summers County,WV,0,1.0,0.0,
1087,54091,Taylor County,WV,0,1.0,0.0,
1088,54093,Tucker County,WV,0,1.0,0.0,
1089,54095,Tyler County,WV,0,1.0,0.0,
1090,54097,Upshur County,WV,0,1.0,0.0,
1091,54099,Wayne County,WV,0,1.0,0.0,
1092,54101,Webster County,WV,0,1.0,0.0,
1093,54103,Wetzel County,WV,0,1.0,0.0,
1094,54105,Wirt County,WV,0,1.0,0.0,
1095,54107,Wood County,WV,0,1.0,0.0,
1096,54109,Wyoming County,WV,0,1.0,0.0,
1097,55000,WISCONSIN,,0,1.0,0.0,
1098,55001,Adams County,WI,0,1.0,0.0,
1099,55003,Ashland County,WI,0,1.0,7.0,Datasets/merged_tp_precip_wind_fmc_55003_Ashland County.csv
1100,55005,Barron County,WI,0,1.0,0.0,
1101,55007,Bayfield County,WI,0,1.0,18.0,Datasets/merged_tp_precip_wind_fmc_55007_Bayfield County.csv
1102,55009,Brown County,WI,0,1.0,0.0,
1103,55011,Buffalo County,WI,0,1.0,0.0,
1104,55013,Burnett County,WI,0,1.0,0.0,
1105,55015,Calumet County,WI,0,1.0,0.0,
1106,55017,Chippewa County,WI,0,1.0,0.0,
1107,55019,Clark County,WI,0,1.0,0.0,
1108,55021,Columbia County,WI,0,1.0,0.0,
1109,55023,Crawford County,WI,0,1.0,0.0,
1110,55025,Dane County,WI,0,1.0,1.0,Datasets/merged_tp_precip_wind_fmc_55025_Dane County.csv
1111,55027,Dodge County,WI,0,1.0,6.0,Datasets/merged_tp_precip_wind_fmc_55027_Dodge County.csv
1112,55029,Door County,WI,0,1.0,0.0,
1113,55031,Douglas County,WI,0,1.0,0.0,
1114,55033,Dunn County,WI,0,1.0,0.0,
1115,55035,Eau Claire County,WI,0,1.0,0.0,
1116,55037,Florence County,WI,0,1.0,0.0,
1117,55039,Fond du Lac County,WI,0,1.0,0.0,
1118,55041,Forest County,WI,0,1.0,0.0,
1119,55043,Grant County,WI,0,1.0,0.0,
1120,55045,Green County,WI,0,1.0,0.0,
1121,55047,Green Lake County,WI,0,1.0,0.0,
1122,55049,Iowa County,WI,0,1.0,0.0,
1123,55051,Iron County,WI,0,1.0,0.0,
1124,55053,Jackson County,WI,0,1.0,0.0,
1125,55055,Jefferson County,WI,0,1.0,0.0,
1126,55057,Juneau County,WI,0,1.0,0.0,
1127,55059,Kenosha County,WI,0,1.0,0.0,
1128,55061,Kewaunee County,WI,0,1.0,0.0,
1129,55063,La Crosse County,WI,0,1.0,0.0,
1130,55065,Lafayette County,WI,0,1.0,0.0,
1131,55067,Langlade County,WI,0,1.0,0.0,
1132,55069,Lincoln County,WI,0,1.0,0.0,
1133,55071,Manitowoc County,WI,0,1.0,0.0,
1134,55073,Marathon County,WI,0,1.0,0.0,
1135,55075,Marinette County,WI,0,1.0,0.0,
1136,55077,Marquette County,WI,0,1.0,0.0,
1137,55078,Menominee County,WI,0,1.0,0.0,
1138,55079,Milwaukee County,WI,0,1.0,0.0,
1139,55081,Monroe County,WI,0,1.0,0.0,
1140,55083,Oconto County,WI,0,1.0,0.0,
1141,55085,Oneida County,WI,0,1.0,0.0,
1142,55087,Outagamie County,WI,0,1.0,0.0,
1143,55089,Ozaukee County,WI,0,1.0,0.0,
1144,55091,Pepin County,WI,0,1.0,0.0,
1145,55093,Pierce County,WI,0,1.0,0.0,
1146,55095,Polk County,WI,0,1.0,0.0,
1147,55097,Portage County,WI,0,1.0,0.0,
1148,55099,Price County,WI,0,1.0,0.0,
1149,55101,Racine County,WI,0,1.0,0.0,
1150,55103,Richland County,WI,0,1.0,0.0,
1151,55105,Rock County,WI,0,1.0,0.0,
1152,55107,Rusk County,WI,0,1.0,0.0,
1153,55109,St. Croix County,WI,0,1.0,0.0,
1154,55111,Sauk County,WI,0,1.0,0.0,
1155,55113,Sawyer County,WI,0,1.0,9.0,Datasets/merged_tp_precip_wind_fmc_55113_Sawyer County.csv
1156,55115,Shawano County,WI,0,1.0,0.0,
1157,55117,Sheboygan County,WI,0,1.0,0.0,
1158,55119,Taylor County,WI,0,1.0,2.0,Datasets/merged_tp_precip_wind_fmc_55119_Taylor County.csv
1159,55121,Trempealeau County,WI,0,1.0,1.0,Datasets/merged_tp_precip_wind_fmc_55121_Trempealeau County.csv
1160,55123,Vernon County,WI,0,1.0,0.0,
1161,55125,Vilas County,WI,0,1.0,0.0,
1162,55127,Walworth County,WI,0,1.0,0.0,
1163,55129,Washburn County,WI,0,1.0,0.0,
1164,55131,Washington County,WI,0,1.0,0.0,
1165,55133,Waukesha County,WI,0,1.0,0.0,
1166,55135,Waupaca County,WI,0,1.0,0.0,
1167,55137,Waushara County,WI,0,1.0,0.0,
1168,55139,Winnebago County,WI,0,1.0,0.0,
1169,55141,Wood County,WI,0,1.0,0.0,
1170,56000,WYOMING,,0,1.0,0.0,
1171,56001,Albany County,WY,0,1.0,619.0,Datasets/merged_tp_precip_wind_fmc_56001_Albany County.csv
1172,56003,Big Horn County,WY,0,1.0,338.0,Datasets/merged_tp_precip_wind_fmc_56003_Big Horn County.csv
1173,56005,Campbell County,WY,0,1.0,0.0,
1174,56007,Carbon County,WY,0,1.0,848.0,Datasets/merged_tp_precip_wind_fmc_56007_Carbon County.csv
1175,56009,Converse County,WY,0,1.0,391.0,Datasets/merged_tp_precip_wind_fmc_56009_Converse County.csv
1176,56011,Crook County,WY,0,1.0,244.0,Datasets/merged_tp_precip_wind_fmc_56011_Crook County.csv
1177,56013,Fremont County,WY,0,1.0,1038.0,Datasets/merged_tp_precip_wind_fmc_56013_Fremont County.csv
1178,56015,Goshen County,WY,0,1.0,0.0,
1179,56017,Hot Springs County,WY,0,1.0,203.0,Datasets/merged_tp_precip_wind_fmc_56017_Hot Springs County.csv
1180,56019,Johnson County,WY,0,1.0,546.0,Datasets/merged_tp_precip_wind_fmc_56019_Johnson County.csv
1181,56021,Laramie County,WY,0,1.0,0.0,
1182,56023,Lincoln County,WY,0,1.0,1636.0,Datasets/merged_tp_precip_wind_fmc_56023_Lincoln County.csv
1183,56025,Natrona County,WY,0,1.0,568.0,Datasets/merged_tp_precip_wind_fmc_56025_Natrona County.csv
1184,56027,Niobrara County,WY,0,1.0,40.0,Datasets/merged_tp_precip_wind_fmc_56027_Niobrara County.csv
1185,56029,Park County,WY,0,1.0,668.0,Datasets/merged_tp_precip_wind_fmc_56029_Park County.csv
1186,56031,Platte County,WY,0,1.0,74.0,Datasets/merged_tp_precip_wind_fmc_56031_Platte County.csv
1187,56033,Sheridan County,WY,0,1.0,538.0,Datasets/merged_tp_precip_wind_fmc_56033_Sheridan County.csv
1188,56035,Sublette County,WY,0,1.0,1228.0,Datasets/merged_tp_precip_wind_fmc_56035_Sublette County.csv
1189,56037,Sweetwater County,WY,0,1.0,0.0,
1190,56039,Teton County,WY,0,1.0,2591.0,Datasets/merged_tp_precip_wind_fmc_56039_Teton County.csv
1191,56041,Uinta County,WY,0,1.0,0.0,
1192,56043,Washakie County,WY,0,1.0,487.0,Datasets/merged_tp_precip_wind_fmc_56043_Washakie County.csv
1193,56045,Weston County,WY,0,1.0,229.0,Datasets/merged_tp_precip_wind_fmc_56045_Weston County.csv
